"","p0q0"
"3383",0.04
"3384",0.138
"3385",0.105
"3386",0.175
"3387",0.961
"3388",0.194
"3389",0.332
"3390",0.692
"3391",0.693
"3392",0.286
"3393",0.299
"3394",0.43
"3395",0.383
"3396",0.907
"3397",0.535
"3398",0.607
"3399",0.504
"3400",0.504
"3401",0.424
"3402",0.218
"3403",0.319
"3404",0.242
"3405",0.001
"3406",0.224
"3407",0.969
"3408",0.432
"3409",0.963
"3410",0.256
"3411",0.135
"3412",0.563
"3413",0.433
"3414",0.863
"3415",0.915
"3416",0.618
"3417",0.841
"3418",0.288
"3419",0.899
"3420",0.141
"3421",0.142
"3422",0.58
"3423",0.995
"3424",0.533
"3425",0.129
"3426",0.177
"3427",0.775
"3428",0.651
"3429",0.556
"3430",0.746
"3431",0.343
"3432",0.391
"3433",0.352
"3434",0.623
"3435",0.161
"3436",0.246
"3437",0.948
"3438",0.988
"3439",0.536
"3440",0.045
"3441",0.602
"3442",0.722
"3443",0.583
"3444",0.526
"3445",0.354
"3446",0.08
"3447",0.128
"3448",0.366
"3449",0.6
"3450",0.238
"3451",0.018
"3452",0.31
"3453",0.078
"3454",0.251
"3455",0.141
"3456",0.37
"3457",0.14
"3458",0.568
"3459",0.543
"3460",0.164
"3461",0.945
"3462",0.626
"3463",0.065
"3464",0.181
"3465",0.668
"3466",0.907
"3467",0.816
"3468",0.442
"3469",0.161
"3470",0.166
"3471",0.479
"3472",0.396
"3473",0.795
"3474",0.77
"3475",0.399
"3476",0.63
"3477",0.413
"3478",0.365
"3479",0.621
"3480",0.956
"3481",0.476
"3482",0.62
"3483",0.289
"3484",0.408
"3485",0.445
"3486",0.284
"3487",0.97
"3488",0.883
"3489",0.809
"3490",0.708
"3491",0.18
"3492",0.064
"3493",0.107
"3494",0.848
"3495",0.359
"3496",0.785
"3497",0.908
"3498",0.633
"3499",0.615
"3500",0.068
"3501",0.241
"3502",0.411
"3503",0.811
"3504",0.379
"3505",0.447
"3506",0.571
"3507",0.131
"3508",0.013
"3509",0.678
"3510",0.835
"3511",0.936
"3512",0.058
"3513",0.668
"3514",0.386
"3515",0.576
"3516",0.139
"3517",0.256
"3518",0.313
"3519",0.715
"3520",0.189
"3521",0.142
"3522",0.574
"3523",0.049
"3524",0.435
"3525",0.483
"3526",0.465
"3527",0.486
"3528",0.738
"3529",0.991
"3530",0.84
"3531",0.112
"3532",0.861
"3533",0.568
"3534",0.683
"3535",0.79
"3536",0.403
"3537",0.853
"3538",0.19
"3539",0.496
"3540",0.12
"3541",0.229
"3542",0.905
"3543",0.474
"3544",0.54
"3545",0.974
"3546",0.972
"3547",0.685
"3548",0.78
"3549",0.02
"3550",0.728
"3551",0.923
"3552",0.44
"3553",0.706
"3554",0.817
"3555",0.487
"3556",0.843
"3557",0.493
"3558",0.018
"3559",0.44
"3560",0.478
"3561",0.601
"3562",0.443
"3563",0.307
"3564",0.673
"3565",0.609
"3566",0.974
"3567",0.176
"3568",0.973
"3569",0.579
"3570",0.738
"3571",0.866
"3572",0.647
"3573",0.695
"3574",0.996
"3575",0.849
"3576",0.766
"3577",0.138
"3578",0.095
"3579",0.522
"3580",0.192
"3581",0.731
"3582",0.495
"3583",0.143
"3584",0.841
"3585",0.941
"3586",0.278
"3587",0.15
"3588",0.707
"3589",0.565
"3590",0.091
"3591",0.56
"3592",0.615
"3593",0.548
"3594",0.393
"3595",0.417
"3596",0.905
"3597",0.674
"3598",0.955
"3599",0.151
"3600",0.56
"3601",0.099
"3602",0.623
"3603",0.256
"3604",0.479
"3605",0.477
"3606",0.83
"3607",0.896
"3608",0.577
"3609",0.944
"3610",0.292
"3611",0.625
"3612",0.62
"3613",0.649
"3614",0.235
"3615",0.404
"3616",0.171
"3617",0.519
"3618",0.584
"3619",0.08
"3620",0.729
"3621",0.614
"3622",0.671
"3623",0.296
"3624",0.361
"3625",0.631
"3626",0.96
"3627",0.365
"3628",0.198
"3629",0.254
"3630",0.485
"3631",0.413
"3632",0.328
"3633",0.357
"3634",0.684
"3635",0.863
"3636",0.469
"3637",0.583
"3638",0.499
"3639",0.667
"3640",0.688
"3641",0.107
"3642",0.112
"3643",0.933
"3644",0.422
"3645",0.563
"3646",0.956
"3647",0.196
"3648",0.224
"3649",0.621
"3650",0.835
"3651",0.808
"3652",0.151
"3653",0.083
"3654",0.779
"3655",0.954
"3656",0.618
"3657",0.437
"3658",0.664
"3659",0.869
"3660",0.503
"3661",0.529
"3662",0.771
"3663",0.37
"3664",0.941
"3665",0.033
"3666",0.338
"3667",0.136
"3668",0.337
"3669",0.484
"3670",0.757
"3671",0.796
"3672",0.416
"3673",0.03
"3674",0.938
"3675",0.916
"3676",0.612
"3677",0.919
"3678",0.626
"3679",0.126
"3680",0.143
"3681",0.682
"3682",0.923
"3683",0.151
"3684",0.885
"3685",0.45
"3686",0.047
"3687",0.823
"3688",0.966
"3689",0.807
"3690",0.296
"3691",0.198
"3692",0.202
"3693",0.35
"3694",0.224
"3695",0.164
"3696",0.093
"3697",0.633
"3698",0.785
"3699",0.059
"3700",0.084
"3701",0.004
"3702",0.142
"3703",0.929
"3704",0.162
"3705",0.989
"3706",0.704
"3707",0.325
"3708",0.328
"3709",0.777
"3710",0.499
"3711",0.497
"3712",0.266
"3713",0.93
"3714",0.678
"3715",0.71
"3716",0.282
"3717",0.581
"3718",0.954
"3719",0.036
"3720",0.51
"3721",0.861
"3722",0.277
"3723",0.363
"3724",0.917
"3725",0.08
"3726",0.513
"3727",0.42
"3728",0.158
"3729",0.45
"3730",0.17
"3731",0.855
"3732",0.688
"3733",0.122
"3734",0.119
"3735",0.289
"3736",0.94
"3737",0.932
"3738",0.183
"3739",0.913
"3740",0.066
"3741",0.878
"3742",0.059
"3743",0.952
"3744",0.16
"3745",0.581
"3746",0.711
"3747",0.28
"3748",0.027
"3749",0.711
"3750",0.313
"3751",0.855
"3752",0.472
"3753",0.992
"3754",0.078
"3755",0.025
"3756",0.575
"3757",0.608
"3758",0.004
"3759",0.744
"3760",0.047
"3761",0.478
"3762",0.939
"3763",0.06
"3764",0.954
"3765",0.771
"3766",0.852
"3767",0.218
"3768",0.994
"3769",0.694
"3770",0.287
"3771",0.818
"3772",0.959
"3773",0.9
"3774",0.127
"3775",0.06
"3776",0.818
"3777",0.86
"3778",0.045
"3779",0.225
"3780",0.705
"3781",0.099
"3782",0.016
"3783",0.906
"3784",0.049
"3785",0.874
"3786",0.121
"3787",0.404
"3788",0.23
"3789",0.776
"3790",0.576
"3791",0.195
"3792",0.425
"3793",0.44
"3794",0.909
"3795",0.463
"3796",0.932
"3797",0.389
"3798",0.805
"3799",0.769
"3800",0.341
"3801",0.938
"3802",0.504
"3803",0.324
"3804",0.443
"3805",0.487
"3806",0.842
"3807",0.949
"3808",0.47
"3809",0.371
"3810",0.226
"3811",0.005
"3812",0.709
"3813",0.696
"3814",0.015
"3815",0.188
"3816",0.537
"3817",0.159
"3818",0.246
"3819",0.922
"3820",0.363
"3821",0.993
"3822",0.726
"3823",0.149
"3824",0.592
"3825",0.849
"3826",0.734
"3827",0.462
"3828",0.511
"3829",0.556
"3830",0.201
"3831",0.889
"3832",0.154
"3833",0.585
"3834",0.481
"3835",0.197
"3836",0.978
"3837",0.319
"3838",0.045
"3839",0.754
"3840",0.567
"3841",0.01
"3842",0.301
"3843",0.863
"3844",0.232
"3845",0.059
"3846",0.711
"3847",0.509
"3848",0.405
"3849",0.425
"3850",0.914
"3851",0.902
"3852",0.218
"3853",0.575
"3854",0.041
"3855",0.541
"3856",0.113
"3857",0.757
"3858",0.111
"3859",0.204
"3860",0.768
"3861",0.422
"3862",0.547
"3863",0.881
"3864",0.728
"3865",0.753
"3866",0.601
"3867",0.101
"3868",0.826
"3869",0.738
"3870",0.883
"3871",0.084
"3872",0.829
"3873",0.275
"3874",0.334
"3875",0.887
"3876",0.191
"3877",0.012
"3878",0.705
"3879",0.038
"3880",0.823
"3881",0.903
"3882",0.166
"3883",0.208
"3884",0.796
"3885",0.893
"3886",0.244
"3887",0.433
"3888",0.398
"3889",0.666
"3890",0.305
"3891",0.792
"3892",0.341
"3893",0.257
"3894",0.004
"3895",0.38
"3896",0.599
"3897",0.339
"3898",0.176
"3899",0.998
"3900",0.265
"3901",0.55
"3902",0.135
"3903",0.682
"3904",0.45
"3905",0.367
"3906",0.386
"3907",0.404
"3908",0.828
"3909",0.916
"3910",0.761
"3911",0.367
"3912",0.691
"3913",0.508
"3914",0.019
"3915",0.647
"3916",0.623
"3917",0.333
"3918",0.026
"3919",0.975
"3920",0.991
"3921",0.077
"3922",0.538
"3923",0.978
"3924",0.11
"3925",0.363
"3926",0.5
"3927",0.913
"3928",0.572
"3929",0.023
"3930",0.855
"3931",0.83
"3932",0.878
"3933",0.81
"3934",0
"3935",0.102
"3936",0.835
"3937",0.221
"3938",0.03
"3939",0.577
"3940",0.757
"3941",0.874
"3942",0.06
"3943",0.222
"3944",0.414
"3945",0.411
"3946",0.579
"3947",0.942
"3948",0.988
"3949",0.13
"3950",0.275
"3951",0.828
"3952",0.991
"3953",0.673
"3954",0.077
"3955",0.134
"3956",0.338
"3957",0.252
"3958",0.251
"3959",0.783
"3960",0.174
"3961",0.598
"3962",0.692
"3963",0.923
"3964",0.69
"3965",0.274
"3966",0.011
"3967",0.043
"3968",0.168
"3969",0.853
"3970",0.046
"3971",0.271
"3972",0.889
"3973",0.548
"3974",0.805
"3975",0.957
"3976",0.69
"3977",0.401
"3978",0.971
"3979",0.939
"3980",0.518
"3981",0.136
"3982",0.627
"3983",0.823
"3984",0.136
"3985",0.597
"3986",0.983
"3987",0.231
"3988",0.417
"3989",0.1
"3990",0.279
"3991",0.531
"3992",0.314
"3993",0.601
"3994",0.987
"3995",0.609
"3996",0.146
"3997",0.704
"3998",0.679
"3999",0.323
"4000",0.423
"4001",0.304
"4002",0.833
"4003",0.594
"4004",0.807
"4005",0.294
"4006",0.141
"4007",0.889
"4008",0.008
"4009",0.569
"4010",0.968
"4011",0.269
"4012",0.984
"4013",0.035
"4014",0.258
"4015",0.26
"4016",0.948
"4017",0.98
"4018",0.734
"4019",0.287
"4020",0.409
"4021",0.202
"4022",0.767
"4023",0.743
"4024",0.498
"4025",0.67
"4026",0.752
"4027",0.774
"4028",0.605
"4029",0.391
"4030",0.671
"4031",0.869
"4032",0.436
"4033",0.12
"4034",0.619
"4035",0.481
"4036",0.924
"4037",0.241
"4038",0.776
"4039",0.752
"4040",0.676
"4041",0.552
"4042",0.598
"4043",0.866
"4044",0.495
"4045",0.98
"4046",0.069
"4047",0.556
"4048",0.189
"4049",0.296
"4050",0.841
"4051",0.205
"4052",0.583
"4053",0.396
"4054",0.306
"4055",0.472
"4056",0.743
"4057",0.977
"4058",0.156
"4059",0.129
"4060",0.581
"4061",0.137
"4062",0.202
"4063",0.342
"4064",0.266
"4065",0.722
"4066",0.695
"4067",0.794
"4068",0.274
"4069",0.182
"4070",0.463
"4071",0.551
"4072",0.623
"4073",0.483
"4074",0.13
"4075",0.884
"4076",0.991
"4077",0.862
"4078",0.852
"4079",0.377
"4080",0.617
"4081",0.518
"4082",0.037
"4083",0.743
"4084",0.842
"4085",0.049
"4086",0.893
"4087",0.378
"4088",0.696
"4089",0.717
"4090",0.683
"4091",0.3
"4092",0.303
"4093",0.476
"4094",0.048
"4095",0.492
"4096",0.589
"4097",0.235
"4098",0.965
"4099",0.16
"4100",0.575
"4101",0.421
"4102",0.122
"4103",0.364
"4104",0.999
"4105",0.798
"4106",0.35
"4107",0.937
"4108",0.713
"4109",0.495
"4110",0.812
"4111",0.655
"4112",0.361
"4113",0.472
"4114",0.598
"4115",0.726
"4116",0.356
"4117",0.586
"4118",0.517
"4119",0.594
"4120",0.888
"4121",0.867
"4122",0.831
"4123",0.162
"4124",0.331
"4125",0.926
"4126",0.925
"4127",0.636
"4128",0.793
"4129",0.572
"4130",0.039
"4131",0.288
"4132",0.481
"4133",0.435
"4134",0.932
"4135",0.646
"4136",0.001
"4137",0.02
"4138",0.297
"4139",0.274
"4140",0.829
"4141",0.721
"4142",0.681
"4143",0.384
"4144",0.185
"4145",0.212
"4146",0.704
"4147",0.262
"4148",0.226
"4149",0.593
"4150",0.147
"4151",0.051
"4152",0.014
"4153",0.808
"4154",0.803
"4155",0.015
"4156",0.595
"4157",0.307
"4158",0.606
"4159",0.216
"4160",0.948
"4161",0.106
"4162",0.119
"4163",0.141
"4164",0.293
"4165",0.599
"4166",0.209
"4167",0.452
"4168",0.453
"4169",0.382
"4170",0.988
"4171",0.01
"4172",0.865
"4173",0.093
"4174",0.182
"4175",0.448
"4176",0.729
"4177",0.19
"4178",0.139
"4179",0.213
"4180",0.169
"4181",0.853
"4182",0.74
"4183",0.57
"4184",0.855
"4185",0.148
"4186",0.377
"4187",0.32
"4188",0.03
"4189",0.388
"4190",0.709
"4191",0.248
"4192",0.648
"4193",0.168
"4194",0.772
"4195",0.479
"4196",0.06
"4197",0.771
"4198",0.877
"4199",0.59
"4200",0.61
"4201",0.421
"4202",0.049
"4203",0.651
"4204",0.502
"4205",0.786
"4206",0.547
"4207",0.444
"4208",0.838
"4209",0.676
"4210",0.052
"4211",0.126
"4212",0.826
"4213",0.401
"4214",0.505
"4215",0.337
"4216",0.624
"4217",0.578
"4218",0.222
"4219",0.64
"4220",0.357
"4221",0.451
"4222",0.401
"4223",0.222
"4224",0.248
"4225",0.176
"4226",0.432
"4227",0.61
"4228",0.409
"4229",0.913
"4230",0.281
"4231",0.216
"4232",0.552
"4233",0.35
"4234",0.938
"4235",0.63
"4236",0.437
"4237",0.29
"4238",0.037
"4239",0.548
"4240",0.32
"4241",0.481
"4242",0.809
"4243",0.219
"4244",0.089
"4245",0.797
"4246",0.174
"4247",0.801
"4248",0.037
"4249",0.847
"4250",0.822
"4251",0.898
"4252",0.374
"4253",0.306
"4254",0.919
"4255",0.321
"4256",0.925
"4257",0.603
"4258",0.581
"4259",0.736
"4260",0.4
"4261",0.367
"4262",0.431
"4263",0.336
"4264",0.698
"4265",0.268
"4266",0.853
"4267",0.931
"4268",0.465
"4269",0.006
"4270",0.941
"4271",0.433
"4272",0.833
"4273",0.515
"4274",0.48
"4275",0.145
"4276",0.058
"4277",0.65
"4278",0.374
"4279",0.025
"4280",0.075
"4281",0.83
"4282",0.734
"4283",0.048
"4284",0.725
"4285",0.014
"4286",0.611
"4287",0.223
"4288",0.62
"4289",0.564
"4290",0.507
"4291",0.257
"4292",0.359
"4293",0.288
"4294",0.19
"4295",0.631
"4296",0.011
"4297",0.145
"4298",0.509
"4299",0.466
"4300",0.521
"4301",0.691
"4302",1
"4303",0.949
"4304",0.952
"4305",0.684
"4306",0.736
"4307",0.957
"4308",0.207
"4309",0.675
"4310",0.098
"4311",0.499
"4312",0.758
"4313",0.012
"4314",0.16
"4315",0.11
"4316",0.803
"4317",0.375
"4318",0.631
"4319",0.762
"4320",0.249
"4321",0.374
"4322",0.339
"4323",0.707
"4324",0.572
"4325",0.144
"4326",0.297
"4327",0.392
"4328",0.522
"4329",0.586
"4330",0.309
"4331",0.36
"4332",0.929
"4333",0.545
"4334",0.589
"4335",0.251
"4336",0.389
"4337",0.646
"4338",0.365
"4339",0.468
"4340",0.177
"4341",0.481
"4342",0.932
"4343",0.026
"4344",0.383
"4345",0.25
"4346",0.578
"4347",0.068
"4348",0.65
"4349",0.054
"4350",0.291
"4351",0.311
"4352",0.442
"4353",0.436
"4354",0.992
"4355",0.612
"4356",0.315
"4357",0.862
"4358",0.338
"4359",0.672
"4360",0.9
"4361",0.844
"4362",0.09
"4363",0.299
"4364",0.531
"4365",0.379
"4366",0.845
"4367",0.861
"4368",0.681
"4369",0.5
"4370",0.801
"4371",0.046
"4372",0.262
"4373",0.199
"4374",0.816
"4375",0.843
"4376",0.833
"4377",0.271
"4378",0.019
"4379",0.631
"4380",0.748
"4381",0.506
"4382",0.365
"4383",0.31
"4384",0.36
"4385",0.363
"4386",0.539
"4387",0.652
"4388",0.403
"4389",0.583
"4390",0.696
"4391",0.892
"4392",0.948
"4393",0.421
"4394",0.637
"4395",0.178
"4396",0.08
"4397",0.566
"4398",0.817
"4399",0.76
"4400",0.572
"4401",0.989
"4402",0.995
"4403",0.321
"4404",0.172
"4405",0.372
"4406",0.539
"4407",0.811
"4408",0.699
"4409",0.9
"4410",0.723
"4411",0.255
"4412",0.309
"4413",0.747
"4414",0.205
"4415",0.286
"4416",0.899
"4417",0.168
"4418",0.144
"4419",0.733
"4420",0.543
"4421",0.542
"4422",0.703
"4423",0.651
"4424",0.761
"4425",0.281
"4426",0.984
"4427",0.964
"4428",0.028
"4429",0.747
"4430",0.367
"4431",0.354
"4432",0.019
"4433",0.759
"4434",0.158
"4435",0.112
"4436",0.714
"4437",0.445
"4438",0.026
"4439",0.92
"4440",0.785
"4441",0.425
"4442",0.129
"4443",0.819
"4444",0.717
"4445",0.412
"4446",0.175
"4447",0.011
"4448",0.341
"4449",0.189
"4450",0.562
"4451",0.588
"4452",0.282
"4453",0.926
"4454",0.704
"4455",0.276
"4456",0.715
"4457",0.609
"4458",0.408
"4459",0.167
"4460",0.024
"4461",0.155
"4462",0.587
"4463",0.218
"4464",0.044
"4465",0.915
"4466",0.87
"4467",0.826
"4468",0.61
"4469",0.724
"4470",0.797
"4471",0.868
"4472",0.7
"4473",0.336
"4474",0.498
"4475",0.776
"4476",0.419
"4477",0.583
"4478",0.301
"4479",0.147
"4480",0.276
"4481",0.203
"4482",0.225
"4483",0.52
"4484",0.921
"4485",0.581
"4486",0.262
"4487",0.374
"4488",0.564
"4489",0.16
"4490",0.671
"4491",0.018
"4492",0.012
"4493",0.665
"4494",0.206
"4495",0.384
"4496",0.16
"4497",0.709
"4498",0.615
"4499",0.061
"4500",0.406
"4501",0.105
"4502",0.403
"4503",0.456
"4504",0.625
"4505",0.079
"4506",0.342
"4507",0.024
"4508",0.342
"4509",0.783
"4510",0.741
"4511",0.816
"4512",0.056
"4513",0.152
"4514",0.653
"4515",0.393
"4516",0.184
"4517",0.128
"4518",0.129
"4519",0.624
"4520",0.502
"4521",0.488
"4522",0.873
"4523",0.192
"4524",0.76
"4525",0.219
"4526",0.157
"4527",0.144
"4528",0.886
"4529",0.669
"4530",0.457
"4531",0.716
"4532",0.707
"4533",0.647
"4534",0.916
"4535",0.2
"4536",0.435
"4537",0.037
"4538",0.157
"4539",0.702
"4540",0.74
"4541",0.43
"4542",0.351
"4543",0.484
"4544",0.024
"4545",0.849
"4546",0.653
"4547",0.186
"4548",0.547
"4549",0.874
"4550",0.23
"4551",0.34
"4552",0.776
"4553",0.238
"4554",0.076
"4555",0.418
"4556",0.199
"4557",0.652
"4558",0.622
"4559",0.418
"4560",0.149
"4561",0.184
"4562",0.425
"4563",0.389
"4564",0.057
"4565",0.006
"4566",0.883
"4567",0.306
"4568",0.962
"4569",0.676
"4570",0.854
"4571",0.433
"4572",0.926
"4573",0.754
"4574",0.277
"4575",0.687
"4576",0.921
"4577",0.741
"4578",0.673
"4579",0.744
"4580",0.113
"4581",0.041
"4582",0.373
"4583",0.502
"4584",0.95
"4585",0.948
"4586",0.645
"4587",0.315
"4588",0.532
"4589",0.675
"4590",0.857
"4591",0.557
"4592",0.094
"4593",0.711
"4594",0.835
"4595",0.393
"4596",0.195
"4597",0.258
"4598",0.037
"4599",0.529
"4600",0.591
"4601",0.582
"4602",0.897
"4603",0.426
"4604",0.238
"4605",0.513
"4606",0.067
"4607",0.66
"4608",0.735
"4609",0.219
"4610",0.19
"4611",0.873
"4612",0.292
"4613",0.986
"4614",0.729
"4615",0.93
"4616",0.752
"4617",0.325
"4618",0.375
"4619",0.034
"4620",0.895
"4621",0.522
"4622",0.345
"4623",0.811
"4624",0.792
"4625",0.782
"4626",0.532
"4627",0.109
"4628",0.888
"4629",0.133
"4630",0.83
"4631",0.553
"4632",0.557
"4633",0.734
"4634",0.388
"4635",0.809
"4636",0.852
"4637",0.793
"4638",0.417
"4639",0.167
"4640",0.725
"4641",0.095
"4642",0.057
"4643",0.022
"4644",0.652
"4645",0.693
"4646",0.185
"4647",0.796
"4648",0.791
"4649",0.632
"4650",0.955
"4651",0.145
"4652",0.061
"4653",0.942
"4654",0.847
"4655",0.356
"4656",0.401
"4657",0.962
"4658",0.097
"4659",0.709
"4660",0.554
"4661",0.883
"4662",0.733
"4663",0.63
"4664",0.156
"4665",0.474
"4666",0.435
"4667",0.156
"4668",0.833
"4669",0.288
"4670",0.636
"4671",0.481
"4672",0.566
"4673",0.611
"4674",0.106
"4675",0.487
"4676",0.162
"4677",0.429
"4678",0.67
"4679",0.573
"4680",0.267
"4681",0.3
"4682",0.011
"4683",0.296
"4684",0.704
"4685",0.073
"4686",0.975
"4687",0.801
"4688",0.891
"4689",0.519
"4690",0.343
"4691",0.467
"4692",0.109
"4693",0.229
"4694",0.375
"4695",0.402
"4696",0.666
"4697",0.139
"4698",0.464
"4699",0.147
"4700",0.553
"4701",0.027
"4702",0.805
"4703",0.837
"4704",0.201
"4705",0.55
"4706",0.613
"4707",0.132
"4708",0.697
"4709",0.878
"4710",0.95
"4711",0.734
"4712",0.002
"4713",0.771
"4714",0.344
"4715",0.411
"4716",0.003
"4717",0.336
"4718",0.324
"4719",0.461
"4720",0.825
"4721",0.657
"4722",0.367
"4723",0.788
"4724",0.382
"4725",0.944
"4726",0.772
"4727",0.305
"4728",0.241
"4729",0.155
"4730",0.888
"4731",0.54
"4732",0.906
"4733",0.999
"4734",0.555
"4735",0.334
"4736",0.669
"4737",0.874
"4738",0.978
"4739",0.404
"4740",0.734
"4741",0.316
"4742",0.457
"4743",0.239
"4744",0.692
"4745",0.416
"4746",0.69
"4747",0.95
"4748",0.051
"4749",0.619
"4750",0.747
"4751",0.687
"4752",0.874
"4753",0.799
"4754",0.883
"4755",0.981
"4756",0.549
"4757",0.781
"4758",0.579
"4759",0.077
"4760",0.469
"4761",0.151
"4762",0.556
"4763",0.056
"4764",0.737
"4765",0.002
"4766",0.087
"4767",0.902
"4768",0.974
"4769",0.311
"4770",0.642
"4771",0.654
"4772",0.612
"4773",0.881
"4774",0.781
"4775",0.304
"4776",0.054
"4777",0.446
"4778",0.426
"4779",0.637
"4780",0.745
"4781",0.589
"4782",0.463
"4783",0.219
"4784",0.453
"4785",0.768
"4786",0.258
"4787",0.707
"4788",0.779
"4789",0.387
"4790",0.309
"4791",0.111
"4792",0.48
"4793",0.737
"4794",0.518
"4795",0.923
"4796",0.014
"4797",0.916
"4798",0.58
"4799",0.809
"4800",0.434
"4801",0.314
"4802",0.409
"4803",0.298
"4804",0.12
"4805",0.278
"4806",0.276
"4807",0.34
"4808",0.018
"4809",0.761
"4810",0.447
"4811",0.601
"4812",0.105
"4813",0.032
"4814",0.185
"4815",0.031
"4816",0.939
"4817",0.491
"4818",0.802
"4819",0.56
"4820",0.11
"4821",0.011
"4822",0.432
"4823",0.207
"4824",0.806
"4825",0.511
"4826",0.539
"4827",0.928
"4828",0.076
"4829",0.022
"4830",0.558
"4831",0.105
"4832",0.263
"4833",0.14
"4834",0.153
"4835",0.57
"4836",0.059
"4837",0.63
"4838",0.736
"4839",0.374
"4840",0.705
"4841",0.053
"4842",0.584
"4843",0.264
"4844",0.18
"4845",0.288
"4846",0.604
"4847",0.42
"4848",0.636
"4849",0.948
"4850",0.526
"4851",0.249
"4852",0.743
"4853",0.53
"4854",0.136
"4855",0.24
"4856",0.118
"4857",0.107
"4858",0.651
"4859",0.738
"4860",0.447
"4861",0.147
"4862",0.841
"4863",0.997
"4864",0.019
"4865",0.537
"4866",0.796
"4867",0.524
"4868",0.247
"4869",0.473
"4870",0.292
"4871",0.967
"4872",0.699
"4873",0.747
"4874",0.014
"4875",0.401
"4876",0.454
"4877",0.122
"4878",0.257
"4879",0.149
"4880",0.417
"4881",0.216
"4882",0.523
"4883",0.888
"4884",0.517
"4885",0.425
"4886",0.295
"4887",0.224
"4888",0.053
"4889",0.786
"4890",0.958
"4891",0.911
"4892",0.292
"4893",0.244
"4894",0.308
"4895",0.328
"4896",0.615
"4897",0.635
"4898",0.108
"4899",0.498
"4900",0.048
"4901",0.658
"4902",0.955
"4903",0.957
"4904",0.91
"4905",0.476
"4906",0.369
"4907",0.389
"4908",0.941
"4909",0.686
"4910",0.417
"4911",0.48
"4912",0.747
"4913",0.735
"4914",0.471
"4915",0.411
"4916",0.402
"4917",0.671
"4918",0.691
"4919",0.059
"4920",0.46
"4921",0.506
"4922",0.157
"4923",0.303
"4924",0.2
"4925",0.117
"4926",0.851
"4927",0.34
"4928",0.062
"4929",0.645
"4930",0.764
"4931",0.537
"4932",0.502
"4933",0.756
"4934",0.886
"4935",0.827
"4936",0.501
"4937",0.796
"4938",0.193
"4939",0.373
"4940",0.407
"4941",0.092
"4942",0.002
"4943",0.39
"4944",0.159
"4945",0.879
"4946",0.59
"4947",0.452
"4948",0.533
"4949",0.051
"4950",0.753
"4951",0.688
"4952",0.128
"4953",0.611
"4954",0.65
"4955",0.344
"4956",0.689
"4957",0.569
"4958",0.277
"4959",0.915
"4960",0.046
"4961",0.903
"4962",0.817
"4963",0.324
"4964",0.418
"4965",0.504
"4966",0.552
"4967",0.073
"4968",0.319
"4969",0.233
"4970",0.098
"4971",0.978
"4972",0.342
"4973",0.933
"4974",0.81
"4975",0.409
"4976",0.798
"4977",0.244
"4978",0.778
"4979",0.086
"4980",0.212
"4981",0.983
"4982",0.045
"4983",0.546
"4984",0.674
"4985",0.276
"4986",0.493
"4987",0.859
"4988",0.485
"4989",0.136
"4990",0.317
"4991",0.766
"4992",0.045
"4993",0.925
"4994",0.683
"4995",0.417
"4996",0.135
"4997",0.927
"4998",0.232
"4999",0.739
"5000",0.008
"5001",0.249
"5002",0.989
"5003",0.717
"5004",0.652
"5005",0.241
"5006",0.087
"5007",0.297
"5008",0.542
"5009",0.781
"5010",0.272
"5011",0.317
"5012",0.948
"5013",0.49
"5014",0.973
"5015",0.846
"5016",0.98
"5017",0.114
"5018",0.314
"5019",0.945
"5020",0.642
"5021",0.979
"5022",0.972
"5023",0.731
"5024",0.392
"5025",0.663
"5026",0.257
"5027",0.31
"5028",0.84
"5029",0.688
"5030",0.775
"5031",0.308
"5032",0.642
"5033",0.613
"5034",0.227
"5035",0.246
"5036",0.878
"5037",0.785
"5038",0.026
"5039",0.755
"5040",0.898
"5041",0.893
"5042",0.119
"5043",0.976
"5044",0.91
"5045",0.259
"5046",0.889
"5047",0.833
"5048",0.439
"5049",0.077
"5050",0.866
"5051",0.324
"5052",0.232
"5053",0.828
"5054",0.992
"5055",0.23
"5056",0.089
"5057",0.635
"5058",0.857
"5059",0.184
"5060",0.505
"5061",0.356
"5062",0.824
"5063",0.484
"5064",0.232
"5065",0.27
"5066",0.823
"5067",0.026
"5068",0.406
"5069",0.596
"5070",0.529
"5071",0.683
"5072",0.508
"5073",0.554
"5074",0.841
"5075",0.313
"5076",0.036
"5077",0.816
"5078",0.779
"5079",0.859
"5080",0.066
"5081",0.009
"5082",0.592
"5083",0.87
"5084",0.446
"5085",0.038
"5086",0.41
"5087",0.365
"5088",0.477
"5089",0.134
"5090",0.479
"5091",0.264
"5092",0.49
"5093",0.906
"5094",0.501
"5095",0.704
"5096",0.058
"5097",0.689
"5098",0.799
"5099",0.019
"5100",0.037
"5101",0.578
"5102",0.79
"5103",0.735
"5104",0.269
"5105",0.805
"5106",0.425
"5107",0.165
"5108",0.604
"5109",0.826
"5110",0.781
"5111",0.081
"5112",0.071
"5113",0.959
"5114",0.09
"5115",0.212
"5116",0.439
"5117",0.778
"5118",0.851
"5119",0.625
"5120",0.388
"5121",0.144
"5122",0.882
"5123",0.874
"5124",0.339
"5125",0.513
"5126",0.494
"5127",0.793
"5128",0.918
"5129",0.586
"5130",0.823
"5131",0.807
