"date","train","way","station","hour","composition","p1q0","p2q0","p3q0","p0q1","p0q2","p0q3"
2019-02-21,"15",0,"AI","07:00:00",2,0.3884,0.269,0.317,0.236,0.195,0.15
2019-02-22,"15",0,"AI","07:00:00",2,0.373,0.267,0.2902,0.196,0.168,0.142
2019-03-11,"15",0,"AI","07:00:00",2,0.411,0.232,0.337,0.19,0.162,0.13
2019-03-14,"15",0,"AI","07:00:00",2,0.472,0.291,0.2959375,0.198,0.159,0.152
2019-03-15,"15",0,"AI","07:00:00",2,0.446,0.266,0.291,0.18,0.156,0.134
2019-03-18,"15",0,"AI","07:00:00",2,0.248,0.26055,0.301755555555556,0.232,0.196,0.146
2019-03-19,"15",0,"AI","07:00:00",2,0.434,0.289,0.289,0.22,0.154,0.139
2019-03-20,"15",0,"AI","07:00:00",2,0.4228,0.281,0.31255,0.171,0.131,0.113
2019-03-25,"15",0,"AI","07:00:00",2,0.457,0.258,0.317,0.204,0.168,0.134
2019-03-26,"15",0,"AI","07:00:00",2,0.495,0.261,0.302,0.238,0.188,0.165
2019-03-27,"15",0,"AI","07:00:00",2,0.431,0.243,0.29,0.199,0.169,0.137
2019-03-28,"15",0,"AI","07:00:00",2,0.4038,0.271,0.309,0.217,0.163,0.13
2019-03-29,"15",0,"AI","07:00:00",2,0.412,0.228,0.302,0.21,0.177,0.137
2019-04-01,"15",0,"AI","07:00:00",2,0.4784,0.242,0.262,0.204,0.168,0.126
2019-04-02,"15",0,"AI","07:00:00",2,0.49,0.229,0.294,0.191,0.153,0.139
2019-04-03,"15",0,"AI","07:00:00",2,0.388,0.245,0.262,0.168,0.144,0.111
2019-04-04,"15",0,"AI","07:00:00",2,0.441,0.249,0.284,0.199,0.157,0.13
2019-04-05,"15",0,"AI","07:00:00",2,0.4,0.242,0.238,0.191,0.152,0.138
2019-04-10,"15",0,"AI","07:00:00",2,0.389,0.266,0.307,0.206,0.167,0.14
2019-04-12,"15",0,"AI","07:00:00",2,0.393,0.197,0.262,0.184,0.143,0.128
2019-04-18,"15",0,"AI","07:00:00",2,0.451,0.248,0.297101111111111,0.192,0.147,0.133
2019-04-19,"15",0,"AI","07:00:00",2,0.326,0.24,0.246,0.183,0.153,0.114
2019-05-06,"15",0,"AI","07:00:00",2,0.407,0.244,0.247,0.176,0.157,0.145
2019-05-07,"15",0,"AI","07:00:00",2,0.382,0.2,0.307,0.194,0.15,0.137
2019-05-09,"15",0,"AI","07:00:00",2,0.421,0.209,0.247,0.201,0.164,0.123
2019-05-10,"15",0,"AI","07:00:00",2,0.38,0.251,0.224,0.181,0.144,0.11
2019-05-13,"15",0,"AI","07:00:00",2,0.386,0.232,0.299,0.211,0.168,0.13
2019-05-20,"15",0,"AI","07:00:00",2,0.475,0.205,0.317101111111111,0.155,0.116,0.123
2019-03-21,"15",0,"AI","07:00:00",2,0.412,0.26,0.326,0.207,0.169,0.134
2019-01-07,"15",0,"AJ","07:00:00",2,0.383,0.369,0.602,0.204,0.273,0.315
2019-01-08,"15",0,"AJ","07:00:00",2,0.457,0.427,0.48225,0.221,0.304,0.341
2019-01-09,"15",0,"AJ","07:00:00",2,0.3958,0.368,0.533,0.239,0.335,0.393
2019-01-10,"15",0,"AJ","07:00:00",2,0.4384,0.3476,0.567,0.214,0.252,0.28
2019-01-11,"15",0,"AJ","07:00:00",2,0.43404,0.366,0.49,0.219,0.291,0.344
2019-01-14,"15",0,"AJ","07:00:00",2,0.4024,0.35,0.571,0.214,0.297,0.343
2019-01-15,"15",0,"AJ","07:00:00",2,0.44,0.394,0.597,0.222,0.309,0.355
2019-01-16,"15",0,"AJ","07:00:00",2,0.413,0.4158,0.551,0.183,0.251,0.299
2019-01-17,"15",0,"AJ","07:00:00",2,0.51,0.342,0.633,0.197,0.271,0.306
2019-01-18,"15",0,"AJ","07:00:00",2,0.345,0.373,0.494,0.208,0.268,0.294
2019-01-21,"15",0,"AJ","07:00:00",2,0.458,0.461,0.582,0.215,0.261,0.293
2019-01-22,"15",0,"AJ","07:00:00",2,0.517,0.359,0.629,0.246,0.343,0.4
2019-01-23,"15",0,"AJ","07:00:00",2,0.3782,0.495,0.5155,0.273,0.311,0.405
2019-01-24,"15",0,"AJ","07:00:00",2,0.563,0.374,0.5105,0.232,0.324,0.369
2019-01-25,"15",0,"AJ","07:00:00",2,0.432,0.4092,0.55225,0.182,0.245,0.283
2019-01-28,"15",0,"AJ","07:00:00",2,0.457,0.363,0.569,0.196,0.255,0.292
2019-01-29,"15",0,"AJ","07:00:00",2,0.503,0.4,0.614,0.199,0.281,0.325
2019-01-31,"15",0,"AJ","07:00:00",2,0.543,0.373,0.529375,0.198,0.261,0.297
2019-02-01,"15",0,"AJ","07:00:00",2,0.514,0.347,0.518,0.253,0.304,0.352
2019-02-04,"15",0,"AJ","07:00:00",2,0.461,0.57,0.482,0.259,0.328,0.376
2019-02-05,"15",0,"AJ","07:00:00",2,0.602,0.45,0.575,0.188,0.264,0.31
2019-02-06,"15",0,"AJ","07:00:00",2,0.453,0.4092,0.5319,0.176,0.259,0.293
2019-02-08,"15",0,"AJ","07:00:00",2,0.451,0.3774,0.537,0.164,0.22,0.253
2019-02-11,"15",0,"AJ","07:00:00",2,0.405,0.401,0.521,0.226,0.286,0.324
2019-02-12,"15",0,"AJ","07:00:00",2,0.407,0.33308,0.576,0.211,0.298,0.344
2019-02-13,"15",0,"AJ","07:00:00",2,0.345,0.408,0.569,0.198,0.277,0.319
2019-02-14,"15",0,"AJ","07:00:00",2,0.4126,0.37072,0.514,0.331,0.435,0.494
2019-02-15,"15",0,"AJ","07:00:00",2,0.396,0.416,0.518,0.181,0.245,0.285
2019-02-18,"15",0,"AJ","07:00:00",2,0.44,0.401,0.554,0.257,0.361,0.421
2019-02-19,"15",0,"AJ","07:00:00",2,0.496,0.373,0.567,0.223,0.31,0.367
2019-02-21,"15",0,"AJ","07:00:00",2,0.3954,0.367,0.611,0.236,0.32,0.369
2019-02-22,"15",0,"AJ","07:00:00",2,0.377,0.373,0.484,0.196,0.271,0.311
2019-03-11,"15",0,"AJ","07:00:00",2,0.409,0.396,0.559,0.19,0.272,0.309
2019-03-14,"15",0,"AJ","07:00:00",2,0.491,0.3542,0.58,0.198,0.266,0.305
2019-03-15,"15",0,"AJ","07:00:00",2,0.426,0.341,0.61,0.18,0.248,0.3
2019-03-18,"15",0,"AJ","07:00:00",2,0.4288,0.393,0.52109375,0.232,0.309,0.346
2019-03-19,"15",0,"AJ","07:00:00",2,0.443,0.358,0.593,0.22,0.305,0.361
2019-03-20,"15",0,"AJ","07:00:00",2,0.43624,0.3744,0.503,0.171,0.26,0.306
2019-03-25,"15",0,"AJ","07:00:00",2,0.444,0.367,0.582,0.204,0.306,0.343
2019-03-26,"15",0,"AJ","07:00:00",2,0.514,0.363,0.576,0.238,0.319,0.357
2019-03-27,"15",0,"AJ","07:00:00",2,0.441,0.357,0.535,0.199,0.273,0.317
2019-03-28,"15",0,"AJ","07:00:00",2,0.3954,0.373,0.591,0.217,0.312,0.359
2019-03-29,"15",0,"AJ","07:00:00",2,0.408,0.358,0.489,0.21,0.286,0.331
2019-04-01,"15",0,"AJ","07:00:00",2,0.47364,0.341,0.522,0.204,0.27,0.3
2019-04-02,"15",0,"AJ","07:00:00",2,0.485,0.368,0.585,0.191,0.251,0.29
2019-04-03,"15",0,"AJ","07:00:00",2,0.381,0.325,0.536,0.168,0.236,0.288
2019-04-04,"15",0,"AJ","07:00:00",2,0.428,0.348,0.54,0.199,0.268,0.309
2019-04-05,"15",0,"AJ","07:00:00",2,0.396,0.298,0.52875,0.191,0.268,0.314
2019-04-10,"15",0,"AJ","07:00:00",2,0.386,0.366,0.524,0.206,0.279,0.317
2019-04-12,"15",0,"AJ","07:00:00",2,0.4,0.312,0.478,0.184,0.251,0.295
2019-04-18,"15",0,"AJ","07:00:00",2,0.436,0.3456,0.527,0.192,0.279,0.323
2019-04-19,"15",0,"AJ","07:00:00",2,0.329,0.3,0.479,0.183,0.253,0.298
2019-05-06,"15",0,"AJ","07:00:00",2,0.403,0.326,0.443,0.176,0.216,0.247
2019-05-07,"15",0,"AJ","07:00:00",2,0.371,0.371,0.49,0.194,0.27,0.32
2019-05-09,"15",0,"AJ","07:00:00",2,0.412,0.318,0.464,0.201,0.265,0.313
2019-05-10,"15",0,"AJ","07:00:00",2,0.385,0.303,0.471,0.181,0.253,0.289
2019-05-13,"15",0,"AJ","07:00:00",2,0.375,0.356,0.498,0.211,0.275,0.316
2019-05-20,"15",0,"AJ","07:00:00",2,0.477,0.4386,0.5427,0.155,0.204,0.23
2019-03-21,"15",0,"AJ","07:00:00",2,0.432,0.408,0.586,0.207,0.297,0.346
2019-01-07,"15",0,"AK","07:00:00",2,0.389,0.12,0.285,0.143,0.112,0.083
2019-01-08,"15",0,"AK","07:00:00",2,0.408,0.097,0.337,0.135,0.107,0.076
2019-01-09,"15",0,"AK","07:00:00",2,0.3874,0.132,0.279,0.134,0.107,0.073
2019-01-10,"15",0,"AK","07:00:00",2,0.351,0.099,0.2275,0.152,0.13,0.098
2019-01-11,"15",0,"AK","07:00:00",2,0.338,0.113,0.285,0.144,0.125,0.091
2019-01-14,"15",0,"AK","07:00:00",2,0.3726,0.261,0.27106,0.135,0.108,0.08
2019-01-15,"15",0,"AK","07:00:00",2,0.427,0.122,0.297,0.161,0.134,0.097
2019-01-16,"15",0,"AK","07:00:00",2,0.403,0.13,0.290515,0.127,0.105,0.07
2019-01-17,"15",0,"AK","07:00:00",2,0.432,0.129,0.285,0.139,0.112,0.082
2019-01-18,"15",0,"AK","07:00:00",2,0.349,0.071,0.296,0.113,0.093,0.066
2019-01-21,"15",0,"AK","07:00:00",2,0.408,0.17224,0.28,0.128,0.105,0.077
2019-01-22,"15",0,"AK","07:00:00",2,0.465,0.136,0.286,0.149,0.118,0.085
2019-01-23,"15",0,"AK","07:00:00",2,0.3559,0.133,0.255515,0.24,0.204,0.139
2019-01-24,"15",0,"AK","07:00:00",2,0.485,0.098,0.275,0.134,0.114,0.085
2019-01-25,"15",0,"AK","07:00:00",2,0.387,0.125,0.2782,0.142,0.119,0.085
2019-01-28,"15",0,"AK","07:00:00",2,0.452,0.121,0.279,0.134,0.108,0.078
2019-01-29,"15",0,"AK","07:00:00",2,0.447,0.122,0.297,0.151,0.123,0.088
2019-01-31,"15",0,"AK","07:00:00",2,0.475,0.124,0.288,0.151,0.127,0.096
2019-02-01,"15",0,"AK","07:00:00",2,0.409,0.17224,0.273503,0.143,0.119,0.084
2019-02-04,"15",0,"AK","07:00:00",2,0.145,0.363,0.285,0.147,0.123,0.087
2019-02-05,"15",0,"AK","07:00:00",2,0.583,0.14,0.321,0.129,0.098,0.072
2019-02-06,"15",0,"AK","07:00:00",2,0.421,0.17224,0.273503,0.126,0.098,0.068
2019-02-08,"15",0,"AK","07:00:00",2,0.403,0.17224,0.273503,0.134,0.112,0.081
2019-02-11,"15",0,"AK","07:00:00",2,0.392,0.17224,0.302,0.143,0.116,0.075
2019-02-12,"15",0,"AK","07:00:00",2,0.389,0.17084,0.284303,0.146,0.122,0.084
2019-02-13,"15",0,"AK","07:00:00",2,0.328,0.125,0.305,0.118,0.095,0.072
2019-02-14,"15",0,"AK","07:00:00",2,0.111,0.1202,0.285,0.159,0.134,0.098
2019-02-15,"15",0,"AK","07:00:00",2,0.374,0.12,0.307,0.136,0.114,0.08
2019-02-18,"15",0,"AK","07:00:00",2,0.426,0.161,0.31,0.15,0.122,0.085
2019-02-19,"15",0,"AK","07:00:00",2,0.441,0.131,0.296,0.156,0.127,0.091
2019-02-21,"15",0,"AK","07:00:00",2,0.3485,0.119,0.302,0.15,0.13,0.093
2019-02-22,"15",0,"AK","07:00:00",2,0.354,0.117,0.291,0.142,0.123,0.088
2019-03-11,"15",0,"AK","07:00:00",2,0.393,0.111,0.316,0.13,0.108,0.076
2019-03-14,"15",0,"AK","07:00:00",2,0.433,0.14,0.2856,0.152,0.129,0.093
2019-03-15,"15",0,"AK","07:00:00",2,0.408,0.134,0.272,0.134,0.111,0.077
2019-03-18,"15",0,"AK","07:00:00",2,0.112,0.1202,0.285,0.146,0.125,0.087
2019-03-19,"15",0,"AK","07:00:00",2,0.389,0.137,0.263,0.139,0.12,0.089
2019-03-20,"15",0,"AK","07:00:00",2,0.3835,0.137,0.265615,0.113,0.094,0.062
2019-03-25,"15",0,"AK","07:00:00",2,0.416,0.121,0.3,0.134,0.104,0.082
2019-03-26,"15",0,"AK","07:00:00",2,0.411,0.132,0.277,0.165,0.133,0.095
2019-03-27,"15",0,"AK","07:00:00",2,0.409,0.1,0.269,0.137,0.116,0.081
2019-03-28,"15",0,"AK","07:00:00",2,0.3666,0.126,0.287,0.13,0.109,0.075
2019-03-29,"15",0,"AK","07:00:00",2,0.398,0.092,0.266,0.137,0.114,0.079
2019-04-01,"15",0,"AK","07:00:00",2,0.4318,0.138,0.233,0.126,0.113,0.078
2019-04-02,"15",0,"AK","07:00:00",2,0.441,0.127,0.27,0.139,0.117,0.079
2019-04-03,"15",0,"AK","07:00:00",2,0.357,0.132,0.234,0.111,0.094,0.065
2019-04-04,"15",0,"AK","07:00:00",2,0.424,0.124,0.261,0.13,0.11,0.071
2019-04-05,"15",0,"AK","07:00:00",2,0.394,0.112,0.22,0.138,0.113,0.068
2019-04-10,"15",0,"AK","07:00:00",2,0.379,0.118,0.268,0.14,0.11,0.076
2019-04-12,"15",0,"AK","07:00:00",2,0.347,0.098,0.24,0.128,0.108,0.073
2019-04-18,"15",0,"AK","07:00:00",2,0.401,0.129,0.2774,0.133,0.112,0.07
2019-04-19,"15",0,"AK","07:00:00",2,0.312,0.105,0.221,0.114,0.093,0.069
2019-05-06,"15",0,"AK","07:00:00",2,0.39,0.1,0.229,0.145,0.12,0.086
2019-05-07,"15",0,"AK","07:00:00",2,0.372,0.088,0.275,0.137,0.118,0.086
2019-05-09,"15",0,"AK","07:00:00",2,0.388,0.101,0.234,0.123,0.101,0.08
2019-05-10,"15",0,"AK","07:00:00",2,0.345,0.16508,0.221,0.11,0.092,0.068
2019-05-13,"15",0,"AK","07:00:00",2,0.357,0.116,0.271,0.13,0.112,0.075
2019-05-20,"15",0,"AK","07:00:00",2,0.393,0.092,0.2908,0.123,0.1,0.068
2019-03-21,"15",0,"AK","07:00:00",2,0.382,0.126,0.285,0.134,0.116,0.082
2019-01-07,"15",0,"AL","07:00:00",2,0.088,0.334,0.3162,0.112,0.083,NA
2019-01-08,"15",0,"AL","07:00:00",2,0.078,0.368,0.409,0.107,0.076,NA
2019-01-09,"15",0,"AL","07:00:00",2,0.092,0.331,0.364,0.107,0.073,NA
2019-01-10,"15",0,"AL","07:00:00",2,0.079,0.2645,0.33156,0.13,0.098,NA
2019-01-11,"15",0,"AL","07:00:00",2,0.073,0.326,0.352,0.125,0.091,NA
2019-01-14,"15",0,"AL","07:00:00",2,0.312,0.373,0.314,0.108,0.08,NA
2019-01-15,"15",0,"AL","07:00:00",2,0.08,0.325,0.363,0.134,0.097,NA
2019-01-16,"15",0,"AL","07:00:00",2,0.097,0.297333333333333,0.348,0.105,0.07,NA
2019-01-17,"15",0,"AL","07:00:00",2,0.091,0.352,0.351,0.112,0.082,NA
2019-01-18,"15",0,"AL","07:00:00",2,0.06,0.298333333333333,0.415,0.093,0.066,NA
2019-01-21,"15",0,"AL","07:00:00",2,0.077,0.339,0.375,0.105,0.077,NA
2019-01-22,"15",0,"AL","07:00:00",2,0.096,0.342,0.394,0.118,0.085,NA
2019-01-23,"15",0,"AL","07:00:00",2,0.093,0.311666666666667,0.3368,0.204,0.139,NA
2019-01-24,"15",0,"AL","07:00:00",2,0.079,0.321,0.3162,0.114,0.085,NA
2019-01-25,"15",0,"AL","07:00:00",2,0.092,0.33125,0.302,0.119,0.085,NA
2019-01-28,"15",0,"AL","07:00:00",2,0.097,0.335,0.343,0.108,0.078,NA
2019-01-29,"15",0,"AL","07:00:00",2,0.092,0.362,0.396,0.123,0.088,NA
2019-01-31,"15",0,"AL","07:00:00",2,0.089,0.347,0.45,0.127,0.096,NA
2019-02-01,"15",0,"AL","07:00:00",2,0.07844,0.36,0.320608,0.119,0.084,NA
2019-02-04,"15",0,"AL","07:00:00",2,0.082,0.33,0.39,0.123,0.087,NA
2019-02-05,"15",0,"AL","07:00:00",2,0.096,0.331,0.3162,0.098,0.072,NA
2019-02-06,"15",0,"AL","07:00:00",2,0.073,0.345,0.313512,0.098,0.068,NA
2019-02-08,"15",0,"AL","07:00:00",2,0.084,0.3098,0.3342,0.112,0.081,NA
2019-02-11,"15",0,"AL","07:00:00",2,0.0828,0.339,0.368,0.116,0.075,NA
2019-02-12,"15",0,"AL","07:00:00",2,0.0826,0.301666666666667,0.385,0.122,0.084,NA
2019-02-13,"15",0,"AL","07:00:00",2,0.082,0.332,0.363,0.095,0.072,NA
2019-02-14,"15",0,"AL","07:00:00",2,0.085,0.356,0.3162,0.134,0.098,NA
2019-02-15,"15",0,"AL","07:00:00",2,0.073,0.335,0.36,0.114,0.08,NA
2019-02-18,"15",0,"AL","07:00:00",2,0.1,0.362,0.355,0.122,0.085,NA
2019-02-19,"15",0,"AL","07:00:00",2,0.087,0.356,0.3162,0.127,0.091,NA
2019-02-21,"15",0,"AL","07:00:00",2,0.082,0.341,0.3162,0.13,0.093,NA
2019-02-22,"15",0,"AL","07:00:00",2,0.086,0.33125,0.299,0.123,0.088,NA
2019-03-11,"15",0,"AL","07:00:00",2,0.081,0.366,0.3162,0.108,0.076,NA
2019-03-14,"15",0,"AL","07:00:00",2,0.092,0.317833333333333,0.32,0.129,0.093,NA
2019-03-15,"15",0,"AL","07:00:00",2,0.092,0.329,0.3162,0.111,0.077,NA
2019-03-18,"15",0,"AL","07:00:00",2,0.078,0.3004,0.348,0.125,0.087,NA
2019-03-19,"15",0,"AL","07:00:00",2,0.104,0.315,0.346,0.12,0.089,NA
2019-03-20,"15",0,"AL","07:00:00",2,0.091,0.33125,0.321,0.094,0.062,NA
2019-03-25,"15",0,"AL","07:00:00",2,0.088,0.361,0.3162,0.104,0.082,NA
2019-03-26,"15",0,"AL","07:00:00",2,0.085,0.342,0.369,0.133,0.095,NA
2019-03-27,"15",0,"AL","07:00:00",2,0.067,0.327,0.352,0.116,0.081,NA
2019-03-28,"15",0,"AL","07:00:00",2,0.098,0.35,0.287,0.109,0.075,NA
2019-03-29,"15",0,"AL","07:00:00",2,0.084,0.303,0.339,0.114,0.079,NA
2019-04-01,"15",0,"AL","07:00:00",2,0.082,0.289,0.297,0.113,0.078,NA
2019-04-02,"15",0,"AL","07:00:00",2,0.087,0.324,0.362,0.117,0.079,NA
2019-04-03,"15",0,"AL","07:00:00",2,0.085,0.271,0.345,0.094,0.065,NA
2019-04-04,"15",0,"AL","07:00:00",2,0.078,0.323,0.3162,0.11,0.071,NA
2019-04-05,"15",0,"AL","07:00:00",2,0.077,0.256,0.328,0.113,0.068,NA
2019-04-10,"15",0,"AL","07:00:00",2,0.07,0.308,0.35848,0.11,0.076,NA
2019-04-12,"15",0,"AL","07:00:00",2,0.077,0.273,0.345,0.108,0.073,NA
2019-04-18,"15",0,"AL","07:00:00",2,0.091,0.301666666666667,0.411,0.112,0.07,NA
2019-04-19,"15",0,"AL","07:00:00",2,0.064,0.258,0.24,0.093,0.069,NA
2019-05-06,"15",0,"AL","07:00:00",2,0.06,0.275,0.323,0.12,0.086,NA
2019-05-07,"15",0,"AL","07:00:00",2,0.069,0.312,0.325,0.118,0.086,NA
2019-05-09,"15",0,"AL","07:00:00",2,0.068,0.287,0.249,0.101,0.08,NA
2019-05-10,"15",0,"AL","07:00:00",2,0.0872,0.272,0.35848,0.092,0.068,NA
2019-05-13,"15",0,"AL","07:00:00",2,0.082,0.302,0.35848,0.112,0.075,NA
2019-05-20,"15",0,"AL","07:00:00",2,0.072,0.325333333333333,0.293,0.1,0.068,NA
2019-03-21,"15",0,"AL","07:00:00",2,0.089,0.343,0.364,0.116,0.082,NA
2019-01-07,"15",0,"AO","07:00:00",2,0.073,0.307,0.2958,0.083,NA,NA
2019-01-08,"15",0,"AO","07:00:00",2,0.068,0.34,0.379,0.076,NA,NA
2019-01-09,"15",0,"AO","07:00:00",2,0.076,0.306,0.337,0.073,NA,NA
2019-01-10,"15",0,"AO","07:00:00",2,0.06,0.2875,0.31348,0.098,NA,NA
2019-01-11,"15",0,"AO","07:00:00",2,0.063,0.305,0.319,0.091,NA,NA
2019-01-14,"15",0,"AO","07:00:00",2,0.291,0.344,0.2834,0.08,NA,NA
2019-01-15,"15",0,"AO","07:00:00",2,0.061,0.3,0.34,0.097,NA,NA
2019-01-16,"15",0,"AO","07:00:00",2,0.076,0.274666666666667,0.326,0.07,NA,NA
2019-01-17,"15",0,"AO","07:00:00",2,0.078,0.331,0.326,0.082,NA,NA
2019-01-18,"15",0,"AO","07:00:00",2,0.053,0.276333333333333,0.371,0.066,NA,NA
2019-01-21,"15",0,"AO","07:00:00",2,0.0628,0.316,0.358,0.077,NA,NA
2019-01-22,"15",0,"AO","07:00:00",2,0.081,0.323,0.366,0.085,NA,NA
2019-01-23,"15",0,"AO","07:00:00",2,0.079,0.293583333333333,0.3004,0.139,NA,NA
2019-01-24,"15",0,"AO","07:00:00",2,0.07,0.301,0.2958,0.085,NA,NA
2019-01-25,"15",0,"AO","07:00:00",2,0.077,0.319083333333333,0.276,0.085,NA,NA
2019-01-28,"15",0,"AO","07:00:00",2,0.083,0.313,0.32,0.078,NA,NA
2019-01-29,"15",0,"AO","07:00:00",2,0.076,0.337,0.368,0.088,NA,NA
2019-01-31,"15",0,"AO","07:00:00",2,0.075,0.323,0.425,0.096,NA,NA
2019-02-01,"15",0,"AO","07:00:00",2,0.05975,0.339,0.31225,0.084,NA,NA
2019-02-04,"15",0,"AO","07:00:00",2,0.069,0.303,0.356,0.087,NA,NA
2019-02-05,"15",0,"AO","07:00:00",2,0.079,0.307,0.2958,0.072,NA,NA
2019-02-06,"15",0,"AO","07:00:00",2,0.06825,0.326,0.31285,0.068,NA,NA
2019-02-08,"15",0,"AO","07:00:00",2,0.0652,0.304145833333333,0.29968,0.081,NA,NA
2019-02-11,"15",0,"AO","07:00:00",2,0.0688,0.315,0.34,0.075,NA,NA
2019-02-12,"15",0,"AO","07:00:00",2,0.0714,0.287020833333333,0.352,0.084,NA,NA
2019-02-13,"15",0,"AO","07:00:00",2,0.067,0.306,0.341,0.072,NA,NA
2019-02-14,"15",0,"AO","07:00:00",2,0.067,0.333,0.2958,0.098,NA,NA
2019-02-15,"15",0,"AO","07:00:00",2,0.061,0.315,0.334,0.08,NA,NA
2019-02-18,"15",0,"AO","07:00:00",2,0.086,0.336,0.328,0.085,NA,NA
2019-02-19,"15",0,"AO","07:00:00",2,0.073,0.331,0.2958,0.091,NA,NA
2019-02-21,"15",0,"AO","07:00:00",2,0.071,0.319,0.2958,0.093,NA,NA
2019-02-22,"15",0,"AO","07:00:00",2,0.071,0.319083333333333,0.279,0.088,NA,NA
2019-03-11,"15",0,"AO","07:00:00",2,0.067,0.342,0.2958,0.076,NA,NA
2019-03-14,"15",0,"AO","07:00:00",2,0.08,0.319083333333333,0.294,0.093,NA,NA
2019-03-15,"15",0,"AO","07:00:00",2,0.078,0.31,0.2958,0.077,NA,NA
2019-03-18,"15",0,"AO","07:00:00",2,0.064,0.289116666666667,0.33,0.087,NA,NA
2019-03-19,"15",0,"AO","07:00:00",2,0.081,0.285,0.324,0.089,NA,NA
2019-03-20,"15",0,"AO","07:00:00",2,0.073,0.297895833333333,0.303,0.062,NA,NA
2019-03-25,"15",0,"AO","07:00:00",2,0.073,0.338,0.2958,0.082,NA,NA
2019-03-26,"15",0,"AO","07:00:00",2,0.073,0.318,0.344,0.095,NA,NA
2019-03-27,"15",0,"AO","07:00:00",2,0.055,0.312,0.325,0.081,NA,NA
2019-03-28,"15",0,"AO","07:00:00",2,0.084,0.328,0.269,0.075,NA,NA
2019-03-29,"15",0,"AO","07:00:00",2,0.068,0.282,0.316,0.079,NA,NA
2019-04-01,"15",0,"AO","07:00:00",2,0.064,0.271,0.277,0.078,NA,NA
2019-04-02,"15",0,"AO","07:00:00",2,0.068,0.3,0.339,0.079,NA,NA
2019-04-03,"15",0,"AO","07:00:00",2,0.065,0.247,0.324,0.065,NA,NA
2019-04-04,"15",0,"AO","07:00:00",2,0.06,0.3,0.2968,0.071,NA,NA
2019-04-05,"15",0,"AO","07:00:00",2,0.064,0.24,0.304,0.068,NA,NA
2019-04-10,"15",0,"AO","07:00:00",2,0.058,0.281,0.33332,0.076,NA,NA
2019-04-12,"15",0,"AO","07:00:00",2,0.065,0.255,0.323,0.073,NA,NA
2019-04-18,"15",0,"AO","07:00:00",2,0.069,0.287020833333333,0.387,0.07,NA,NA
2019-04-19,"15",0,"AO","07:00:00",2,0.055,0.235,0.23,0.069,NA,NA
2019-05-06,"15",0,"AO","07:00:00",2,0.045,0.259,0.298,0.086,NA,NA
2019-05-07,"15",0,"AO","07:00:00",2,0.056,0.291,0.305,0.086,NA,NA
2019-05-09,"15",0,"AO","07:00:00",2,0.057,0.266,0.236,0.08,NA,NA
2019-05-10,"15",0,"AO","07:00:00",2,0.06875,0.25,0.33017,0.068,NA,NA
2019-05-13,"15",0,"AO","07:00:00",2,0.064,0.281,0.33332,0.075,NA,NA
2019-05-20,"15",0,"AO","07:00:00",2,0.06,0.312670833333333,0.274,0.068,NA,NA
2019-03-21,"15",0,"AO","07:00:00",2,0.069,0.317,0.342,0.082,NA,NA
2019-01-07,"15",0,"AQ","07:00:00",2,0.28,0.375,0.361,0.204,0.273,0.169
2019-01-08,"15",0,"AQ","07:00:00",2,0.225,0.426,0.39,0.221,0.304,0.186
2019-01-09,"15",0,"AQ","07:00:00",2,0.296,0.365,0.372,0.239,0.335,0.2
2019-01-10,"15",0,"AQ","07:00:00",2,0.275,0.413666666666667,0.35425,0.214,0.252,0.172
2019-01-11,"15",0,"AQ","07:00:00",2,0.271,0.362,0.35,0.219,0.291,0.193
2019-01-14,"15",0,"AQ","07:00:00",2,0.343,0.377,0.3298,0.214,0.297,0.172
2019-01-15,"15",0,"AQ","07:00:00",2,0.275,0.386,0.373,0.222,0.309,0.183
2019-01-16,"15",0,"AQ","07:00:00",2,0.285,0.413666666666667,0.348,0.183,0.251,0.168
2019-01-17,"15",0,"AQ","07:00:00",2,0.318,0.344,0.337,0.197,0.271,0.157
2019-01-18,"15",0,"AQ","07:00:00",2,0.217,0.3488,0.535,0.208,0.268,0.166
2019-01-21,"15",0,"AQ","07:00:00",2,0.2758,0.395,0.447,0.215,0.261,0.177
2019-01-22,"15",0,"AQ","07:00:00",2,0.304,0.367,0.372,0.246,0.343,0.19
2019-01-23,"15",0,"AQ","07:00:00",2,0.233,0.324,0.33851,0.273,0.311,0.223
2019-01-24,"15",0,"AQ","07:00:00",2,0.24,0.36,0.34851,0.232,0.324,0.165
2019-01-25,"15",0,"AQ","07:00:00",2,0.3,0.4124,0.3,0.182,0.245,0.146
2019-01-28,"15",0,"AQ","07:00:00",2,0.274,0.357,0.336,0.196,0.255,0.163
2019-01-29,"15",0,"AQ","07:00:00",2,0.279,0.392,0.393,0.199,0.281,0.156
2019-01-31,"15",0,"AQ","07:00:00",2,0.316,0.369,0.421,0.198,0.261,0.161
2019-02-01,"15",0,"AQ","07:00:00",2,0.28992,0.357,0.34851,0.253,0.304,0.179
2019-02-04,"15",0,"AQ","07:00:00",2,0.325,0.479,0.389,0.259,0.328,0.217
2019-02-05,"15",0,"AQ","07:00:00",2,0.291,0.444,0.3202,0.188,0.264,0.148
2019-02-06,"15",0,"AQ","07:00:00",2,0.299,0.335,0.36704,0.176,0.259,0.164
