"","p0q0"
"9274",0.126
"9275",0.108
"9276",0.116
"9277",0.129
"9278",0.136
"9279",0.149
"9280",0.127
"9281",0.132
"9282",0.14
"9283",0.119
"9284",0.118
"9285",0.131
"9286",0.12
"9287",0.12
"9288",0.112
"9289",0.124
"9290",0.106
"9291",0.124
"9292",0.101
"9293",0.137
"9294",0.132
"9295",0.123
"9296",0.123
"9297",0.129
"9298",0.145
"9299",0.158
"9300",0.149
"9301",0.131
"9302",0.13
"9303",0.137
"9304",0.154
"9305",0.151
"9306",0.145
"9307",0.127
"9308",0.156
"9309",0.15
"9310",0.143
"9311",0.145
"9312",0.138
"9313",0.153
"9314",0.143
"9315",0.142
"9316",0.145
"9317",0.163
"9318",0.143
"9319",0.161
"9320",0.145
"9321",0.132
"9322",0.153
"9323",0.155
"9324",0.155
"9325",0.141
"9326",0.151
"9327",0.127
"9328",0.122
"9329",0.13
"9330",0.117
"9331",0.152
"9332",0.11
"9333",0.129
"9334",0.126
"9335",0.124
"9336",0.116
"9337",0.139
"9338",0.103
"9339",0.12
"9340",0.134
"9341",0.132
"9342",0.117
"9343",0.116
"9344",0.151
"9345",0.136
"9346",0.153
"9347",0.325
"9348",0.358
"9349",0.306
"9350",0.298
"9351",0.284
"9352",0.328
"9353",0.293
"9354",0.329
"9355",0.306
"9356",0.292
"9357",0.3
"9358",0.342
"9359",0.306
"9360",0.418
"9361",0.381
"9362",0.343
"9363",0.334
"9364",0.332
"9365",0.346
"9366",0.311
"9367",0.317
"9368",0.337
"9369",0.291
"9370",0.289
"9371",0.323
"9372",0.317
"9373",0.302
"9374",0.29
"9375",0.309
"9376",0.302
"9377",0.262
"9378",0.294
"9379",0.262
"9380",0.284
"9381",0.238
"9382",0.341
"9383",0.307
"9384",0.32
"9385",0.262
"9386",0.363
"9387",0.246
"9388",0.247
"9389",0.307
"9390",0.247
"9391",0.224
"9392",0.299
"9393",0.299
"9394",0.254
"9395",0.326
"9396",0.369
"9397",0.427
"9398",0.368
"9399",0.366
"9400",0.35
"9401",0.394
"9402",0.342
"9403",0.461
"9404",0.359
"9405",0.374
"9406",0.363
"9407",0.4
"9408",0.373
"9409",0.461
"9410",0.45
"9411",0.401
"9412",0.408
"9413",0.416
"9414",0.401
"9415",0.373
"9416",0.367
"9417",0.396
"9418",0.341
"9419",0.358
"9420",0.379
"9421",0.367
"9422",0.363
"9423",0.357
"9424",0.373
"9425",0.358
"9426",0.341
"9427",0.368
"9428",0.325
"9429",0.348
"9430",0.298
"9431",0.393
"9432",0.366
"9433",0.387
"9434",0.312
"9435",0.471
"9436",0.3
"9437",0.326
"9438",0.371
"9439",0.318
"9440",0.303
"9441",0.356
"9442",0.376
"9443",0.316
"9444",0.408
"9445",0.285
"9446",0.337
"9447",0.279
"9448",0.285
"9449",0.261
"9450",0.297
"9451",0.285
"9452",0.28
"9453",0.286
"9454",0.275
"9455",0.279
"9456",0.297
"9457",0.288
"9458",0.363
"9459",0.321
"9460",0.302
"9461",0.305
"9462",0.307
"9463",0.31
"9464",0.296
"9465",0.302
"9466",0.316
"9467",0.272
"9468",0.263
"9469",0.312
"9470",0.3
"9471",0.277
"9472",0.269
"9473",0.287
"9474",0.266
"9475",0.233
"9476",0.27
"9477",0.234
"9478",0.261
"9479",0.22
"9480",0.309
"9481",0.268
"9482",0.289
"9483",0.24
"9484",0.332
"9485",0.221
"9486",0.229
"9487",0.275
"9488",0.234
"9489",0.221
"9490",0.271
"9491",0.271
"9492",0.238
"9493",0.285
"9494",0.334
"9495",0.368
"9496",0.331
"9497",0.326
"9498",0.312
"9499",0.325
"9500",0.352
"9501",0.339
"9502",0.342
"9503",0.321
"9504",0.335
"9505",0.362
"9506",0.347
"9507",0.33
"9508",0.331
"9509",0.339
"9510",0.332
"9511",0.335
"9512",0.362
"9513",0.356
"9514",0.341
"9515",0.366
"9516",0.329
"9517",0.315
"9518",0.362
"9519",0.361
"9520",0.342
"9521",0.327
"9522",0.35
"9523",0.303
"9524",0.289
"9525",0.324
"9526",0.271
"9527",0.323
"9528",0.256
"9529",0.343
"9530",0.308
"9531",0.306
"9532",0.273
"9533",0.382
"9534",0.258
"9535",0.275
"9536",0.312
"9537",0.287
"9538",0.272
"9539",0.302
"9540",0.338
"9541",0.301
"9542",0.343
"9543",0.114
"9544",0.129
"9545",0.12
"9546",0.112
"9547",0.099
"9548",0.108
"9549",0.123
"9550",0.121
"9551",0.113
"9552",0.105
"9553",0.127
"9554",0.119
"9555",0.115
"9556",0.121
"9557",0.117
"9558",0.125
"9559",0.121
"9560",0.12
"9561",0.11
"9562",0.132
"9563",0.116
"9564",0.127
"9565",0.119
"9566",0.108
"9567",0.118
"9568",0.119
"9569",0.124
"9570",0.117
"9571",0.116
"9572",0.105
"9573",0.099
"9574",0.106
"9575",0.095
"9576",0.121
"9577",0.087
"9578",0.104
"9579",0.098
"9580",0.098
"9581",0.097
"9582",0.111
"9583",0.082
"9584",0.095
"9585",0.108
"9586",0.11
"9587",0.093
"9588",0.092
"9589",0.124
"9590",0.108
"9591",0.122
"9592",0.307
"9593",0.34
"9594",0.306
"9595",0.305
"9596",0.291
"9597",0.3
"9598",0.331
"9599",0.316
"9600",0.323
"9601",0.301
"9602",0.313
"9603",0.337
"9604",0.323
"9605",0.303
"9606",0.307
"9607",0.315
"9608",0.306
"9609",0.315
"9610",0.336
"9611",0.331
"9612",0.319
"9613",0.342
"9614",0.31
"9615",0.285
"9616",0.34
"9617",0.338
"9618",0.318
"9619",0.312
"9620",0.328
"9621",0.282
"9622",0.271
"9623",0.3
"9624",0.247
"9625",0.3
"9626",0.24
"9627",0.312
"9628",0.281
"9629",0.287
"9630",0.255
"9631",0.343
"9632",0.235
"9633",0.259
"9634",0.291
"9635",0.266
"9636",0.25
"9637",0.281
"9638",0.315
"9639",0.281
"9640",0.317
"9641",0.375
"9642",0.426
"9643",0.365
"9644",0.362
"9645",0.343
"9646",0.386
"9647",0.344
"9648",0.395
"9649",0.367
"9650",0.36
"9651",0.357
"9652",0.392
"9653",0.369
"9654",0.479
"9655",0.444
"9656",0.383
"9657",0.393
"9658",0.4
"9659",0.395
"9660",0.363
"9661",0.369
"9662",0.388
"9663",0.343
"9664",0.35
"9665",0.376
"9666",0.374
"9667",0.367
"9668",0.34
"9669",0.368
"9670",0.353
"9671",0.33
"9672",0.361
"9673",0.32
"9674",0.342
"9675",0.285
"9676",0.396
"9677",0.364
"9678",0.369
"9679",0.311
"9680",0.453
"9681",0.29
"9682",0.302
"9683",0.364
"9684",0.301
"9685",0.276
"9686",0.35
"9687",0.35
"9688",0.315
"9689",0.39
"9690",0.095
"9691",0.111
"9692",0.101
"9693",0.094
"9694",0.085
"9695",0.092
"9696",0.104
"9697",0.104
"9698",0.099
"9699",0.088
"9700",0.106
"9701",0.101
"9702",0.095
"9703",0.101
"9704",0.096
"9705",0.11
"9706",0.104
"9707",0.105
"9708",0.095
"9709",0.114
"9710",0.096
"9711",0.112
"9712",0.099
"9713",0.09
"9714",0.101
"9715",0.105
"9716",0.106
"9717",0.098
"9718",0.094
"9719",0.091
"9720",0.083
"9721",0.093
"9722",0.081
"9723",0.105
"9724",0.076
"9725",0.088
"9726",0.08
"9727",0.078
"9728",0.078
"9729",0.099
"9730",0.07
"9731",0.082
"9732",0.094
"9733",0.098
"9734",0.08
"9735",0.08
"9736",0.102
"9737",0.094
"9738",0.102
"9739",0.256
"9740",0.294
"9741",0.271
"9742",0.262
"9743",0.248
"9744",0.262
"9745",0.294
"9746",0.277
"9747",0.285
"9748",0.26
"9749",0.275
"9750",0.292
"9751",0.279
"9752",0.265
"9753",0.264
"9754",0.274
"9755",0.265
"9756",0.271
"9757",0.287
"9758",0.291
"9759",0.277
"9760",0.296
"9761",0.268
"9762",0.249
"9763",0.294
"9764",0.287
"9765",0.275
"9766",0.273
"9767",0.291
"9768",0.249
"9769",0.232
"9770",0.259
"9771",0.214
"9772",0.262
"9773",0.213
"9774",0.27
"9775",0.252
"9776",0.243
"9777",0.22
"9778",0.281
"9779",0.206
"9780",0.225
"9781",0.254
"9782",0.228
"9783",0.221
"9784",0.243
"9785",0.271
"9786",0.248
"9787",0.269
"9788",0.196
"9789",0.217
"9790",0.209
"9791",0.194
"9792",0.18
"9793",0.19
"9794",0.211
"9795",0.205
"9796",0.204
"9797",0.182
"9798",0.211
"9799",0.218
"9800",0.2
"9801",0.194
"9802",0.201
"9803",0.21
"9804",0.201
"9805",0.201
"9806",0.214
"9807",0.219
"9808",0.209
"9809",0.22
"9810",0.2
"9811",0.196
"9812",0.216
"9813",0.214
"9814",0.214
"9815",0.205
"9816",0.223
"9817",0.185
"9818",0.179
"9819",0.192
"9820",0.158
"9821",0.21
"9822",0.16
"9823",0.193
"9824",0.184
"9825",0.178
"9826",0.17
"9827",0.194
"9828",0.147
"9829",0.165
"9830",0.191
"9831",0.178
"9832",0.167
"9833",0.177
"9834",0.211
"9835",0.19
"9836",0.206
"9837",0.041
"9838",0.045
"9839",0.044
"9840",0.039
"9841",0.034
"9842",0.04
"9843",0.048
"9844",0.05
"9845",0.043
"9846",0.039
"9847",0.043
"9848",0.046
"9849",0.036
"9850",0.053
"9851",0.052
"9852",0.048
"9853",0.055
"9854",0.051
"9855",0.046
"9856",0.047
"9857",0.047
"9858",0.059
"9859",0.055
"9860",0.04
"9861",0.053
"9862",0.048
"9863",0.047
"9864",0.042
"9865",0.045
"9866",0.043
"9867",0.043
"9868",0.049
"9869",0.037
"9870",0.05
"9871",0.039
"9872",0.047
"9873",0.039
"9874",0.036
"9875",0.04
"9876",0.048
"9877",0.033
"9878",0.036
"9879",0.035
"9880",0.046
"9881",0.038
"9882",0.037
"9883",0.047
"9884",0.046
"9885",0.046
"9886",0.213
"9887",0.243
"9888",0.225
"9889",0.217
"9890",0.204
"9891",0.219
"9892",0.238
"9893",0.228
"9894",0.23
"9895",0.209
"9896",0.23
"9897",0.24
"9898",0.225
"9899",0.217
"9900",0.223
"9901",0.234
"9902",0.22
"9903",0.222
"9904",0.232
"9905",0.246
"9906",0.235
"9907",0.245
"9908",0.225
"9909",0.211
"9910",0.236
"9911",0.241
"9912",0.238
"9913",0.231
"9914",0.246
"9915",0.208
"9916",0.197
"9917",0.216
"9918",0.176
"9919",0.229
"9920",0.182
"9921",0.223
"9922",0.21
"9923",0.204
"9924",0.185
"9925",0.222
"9926",0.169
"9927",0.184
"9928",0.216
"9929",0.196
"9930",0.188
"9931",0.202
"9932",0.226
"9933",0.209
"9934",0.226
"9935",0.193
"9936",0.184
"9937",0.185
"9938",0.163
"9939",0.175
"9940",0.177
"9941",0.153
"9942",0.167
"9943",0.144
"9944",0.217
"9945",0.166
"9946",0.171
"9947",0.166
"9948",0.17
"9949",0.128
"9950",0.178
"9951",0.175
"9952",0.17
"9953",0.181
"9954",0.165
"9955",0.177
"9956",0.164
"9957",0.17
"9958",0.184
"9959",0.175
"9960",0.172
"9961",0.163
"9962",0.18
"9963",0.171
"9964",0.159
"9965",0.162
"9966",0.165
"9967",0.156
"9968",0.191
"9969",0.162
"9970",0.188
"9971",0.162
"9972",0.159
"9973",0.167
"9974",0.154
"9975",0.156
"9976",0.171
"9977",0.12
"9978",0.176
"9979",0.174
"9980",0.144
"9981",0.152
"9982",0.16
"9983",0.176
"9984",0.169
"9985",0.148
"9986",0.173
"9987",0.463
"9988",0.452
"9989",0.435
"9990",0.379
"9991",0.38
"9992",0.404
"9993",0.446
"9994",0.386
"9995",0.408
"9996",0.48
"9997",0.396
"9998",0.364
"9999",0.413
"10000",0.521
"10001",0.361
"10002",0.387
"10003",0.479
"10004",0.404
"10005",0.48
"10006",0.455
"10007",0.558
"10008",0.42
"10009",0.405
"10010",0.715
"10011",0.399
"10012",0.451
"10013",0.473
"10014",0.405
"10015",0.461
"10016",0.414
"10017",0.422
"10018",0.437
"10019",0.38
"10020",0.479
"10021",0.427
"10022",0.407
"10023",0.424
"10024",0.381
"10025",0.402
"10026",0.359
"10027",0.448
"10028",0.451
"10029",0.36
"10030",0.457
"10031",0.477
"10032",0.35
"10033",0.388
"10034",0.382
"10035",0.39
"10036",0.506
"10037",0.369
"10038",0.482
"10039",0.601
"10040",0.541
"10041",0.563
"10042",0.489
"10043",0.499
"10044",0.523
"10045",0.547
"10046",0.499
"10047",0.509
"10048",0.589
"10049",0.507
"10050",0.485
"10051",0.536
"10052",0.643
"10053",0.454
"10054",0.525
"10055",0.611
"10056",0.53
"10057",0.597
"10058",0.557
"10059",0.662
"10060",0.521
"10061",0.498
"10062",0.824
"10063",0.53
"10064",0.59
"10065",0.557
"10066",0.506
"10067",0.584
"10068",0.528
"10069",0.542
"10070",0.533
"10071",0.46
"10072",0.589
"10073",0.541
"10074",0.504
"10075",0.566
"10076",0.444
"10077",0.518
"10078",0.473
"10079",0.536
"10080",0.562
"10081",0.435
"10082",0.56
"10083",0.567
"10084",0.438
"10085",0.496
"10086",0.459
"10087",0.544
"10088",0.674
"10089",0.524
"10090",0.574
"10091",0.378
"10092",0.353
"10093",0.383
"10094",0.328
"10095",0.33
"10096",0.341
"10097",0.383
"10098",0.331
"10099",0.324
"10100",0.412
"10101",0.338
"10102",0.332
"10103",0.36
"10104",0.432
"10105",0.311
"10106",0.338
"10107",0.388
"10108",0.352
"10109",0.386
"10110",0.341
"10111",0.469
"10112",0.355
"10113",0.339
"10114",0.496
"10115",0.354
"10116",0.388
"10117",0.359
"10118",0.35
"10119",0.376
"10120",0.345
"10121",0.368
"10122",0.358
"10123",0.33
"10124",0.379
"10125",0.359
"10126",0.337
"10127",0.354
"10128",0.308
"10129",0.336
"10130",0.3
"10131",0.327
"10132",0.363
"10133",0.296
"10134",0.367
"10135",0.38
"10136",0.274
"10137",0.319
"10138",0.311
"10139",0.318
"10140",0.4
"10141",0.314
"10142",0.375
"10143",0.452
"10144",0.452
"10145",0.433
"10146",0.404
"10147",0.414
"10148",0.425
"10149",0.426
"10150",0.408
"10151",0.399
"10152",0.485
"10153",0.411
"10154",0.417
"10155",0.407
"10156",0.487
"10157",0.345
"10158",0.427
"10159",0.447
"10160",0.392
"10161",0.445
"10162",0.407
"10163",0.49
"10164",0.429
"10165",0.399
"10166",0.469
"10167",0.434
"10168",0.448
"10169",0.395
"10170",0.438
"10171",0.43
"10172",0.383
"10173",0.422
"10174",0.422
"10175",0.39
"10176",0.461
"10177",0.428
"10178",0.429
"10179",0.402
"10180",0.383
"10181",0.418
"10182",0.392
"10183",0.37
"10184",0.431
"10185",0.32
"10186",0.431
"10187",0.432
"10188",0.358
"10189",0.379
"10190",0.371
"10191",0.398
"10192",0.456
"10193",0.384
"10194",0.416
"10195",0.148
"10196",0.143
"10197",0.151
"10198",0.127
"10199",0.13
"10200",0.136
"10201",0.111
"10202",0.134
"10203",0.118
"10204",0.174
"10205",0.129
"10206",0.139
"10207",0.141
"10208",0.13
"10209",0.103
"10210",0.144
"10211",0.138
"10212",0.131
"10213",0.139
"10214",0.131
"10215",0.134
"10216",0.122
"10217",0.141
"10218",0.145
"10219",0.137
"10220",0.132
"10221",0.124
"10222",0.148
"10223",0.128
"10224",0.13
"10225",0.123
"10226",0.134
"10227",0.12
"10228",0.157
"10229",0.128
"10230",0.148
"10231",0.125
"10232",0.123
"10233",0.126
"10234",0.12
"10235",0.121
"10236",0.136
"10237",0.095
"10238",0.136
"10239",0.136
"10240",0.108
"10241",0.119
"10242",0.129
"10243",0.134
"10244",0.126
"10245",0.107
"10246",0.135
"10247",0.416
"10248",0.41
"10249",0.394
"10250",0.364
"10251",0.38
"10252",0.385
"10253",0.371
"10254",0.374
"10255",0.367
"10256",0.443
"10257",0.366
"10258",0.386
"10259",0.36
"10260",0.435
"10261",0.313
"10262",0.394
"10263",0.399
"10264",0.352
"10265",0.41
"10266",0.369
"10267",0.427
"10268",0.384
"10269",0.363
"10270",0.429
"10271",0.395
"10272",0.404
"10273",0.356
"10274",0.395
"10275",0.379
"10276",0.343
"10277",0.382
"10278",0.381
"10279",0.352
"10280",0.416
"10281",0.379
"10282",0.392
"10283",0.362
"10284",0.358
"10285",0.376
"10286",0.347
"10287",0.34
"10288",0.384
"10289",0.287
"10290",0.386
"10291",0.395
"10292",0.325
"10293",0.347
"10294",0.339
"10295",0.37
"10296",0.408
"10297",0.354
"10298",0.375
"10299",0.547
"10300",0.532
"10301",0.529
"10302",0.453
"10303",0.469
"10304",0.496
"10305",0.528
"10306",0.459
"10307",0.501
"10308",0.556
"10309",0.478
"10310",0.452
"10311",0.507
"10312",0.611
"10313",0.43
"10314",0.47
"10315",0.575
"10316",0.493
"10317",0.573
"10318",0.534
"10319",0.639
"10320",0.495
"10321",0.477
"10322",0.799
"10323",0.498
"10324",0.55
"10325",0.561
"10326",0.495
"10327",0.549
"10328",0.498
"10329",0.51
"10330",0.512
"10331",0.451
"10332",0.576
"10333",0.515
"10334",0.487
"10335",0.517
"10336",0.448
"10337",0.487
"10338",0.45
"10339",0.517
"10340",0.546
"10341",0.433
"10342",0.557
"10343",0.561
"10344",0.424
"10345",0.483
"10346",0.445
"10347",0.484
"10348",0.605
"10349",0.475
"10350",0.553
"10351",0.135
"10352",0.127
"10353",0.134
"10354",0.112
"10355",0.116
"10356",0.121
"10357",0.094
"10358",0.116
"10359",0.104
"10360",0.15
"10361",0.114
"10362",0.122
"10363",0.124
"10364",0.113
"10365",0.091
"10366",0.132
"10367",0.12
"10368",0.112
"10369",0.125
"10370",0.113
"10371",0.117
"10372",0.104
"10373",0.126
"10374",0.124
"10375",0.123
"10376",0.115
"10377",0.107
"10378",0.127
"10379",0.108
"10380",0.115
"10381",0.104
"10382",0.115
"10383",0.098
"10384",0.132
"10385",0.111
"10386",0.127
"10387",0.108
"10388",0.105
"10389",0.111
"10390",0.102
"10391",0.103
"10392",0.119
"10393",0.08
"10394",0.116
"10395",0.12
"10396",0.093
"10397",0.108
"10398",0.114
"10399",0.12
"10400",0.104
"10401",0.093
"10402",0.117
"10403",0.355
"10404",0.355
"10405",0.337
"10406",0.318
"10407",0.32
"10408",0.323
"10409",0.317
"10410",0.328
"10411",0.304
"10412",0.394
"10413",0.323
"10414",0.327
"10415",0.318
"10416",0.366
"10417",0.268
"10418",0.344
"10419",0.348
"10420",0.31
"10421",0.355
"10422",0.316
"10423",0.35
"10424",0.331
"10425",0.321
"10426",0.368
"10427",0.338
"10428",0.348
"10429",0.299
"10430",0.336
"10431",0.324
"10432",0.3
"10433",0.33
"10434",0.324
"10435",0.297
"10436",0.36
"10437",0.315
"10438",0.344
"10439",0.304
"10440",0.293
"10441",0.325
"10442",0.297
"10443",0.3
"10444",0.332
"10445",0.25
"10446",0.33
"10447",0.335
"10448",0.28
"10449",0.298
"10450",0.294
"10451",0.322
"10452",0.337
"10453",0.293
"10454",0.325
"10455",0.273
"10456",0.267
"10457",0.258
"10458",0.231
"10459",0.236
"10460",0.242
"10461",0.225
"10462",0.24
"10463",0.209
"10464",0.29
"10465",0.238
"10466",0.249
"10467",0.228
"10468",0.248
"10469",0.184
"10470",0.251
"10471",0.252
"10472",0.242
"10473",0.255
"10474",0.232
"10475",0.252
"10476",0.241
"10477",0.235
"10478",0.27
"10479",0.253
"10480",0.248
"10481",0.229
"10482",0.252
"10483",0.24
"10484",0.214
"10485",0.232
"10486",0.229
"10487",0.223
"10488",0.268
"10489",0.227
"10490",0.265
"10491",0.222
"10492",0.225
"10493",0.233
"10494",0.217
"10495",0.229
"10496",0.25
"10497",0.184
"10498",0.24
"10499",0.247
"10500",0.21
"10501",0.221
"10502",0.224
"10503",0.243
"10504",0.238
"10505",0.204
"10506",0.249
"10507",0.06
"10508",0.06
"10509",0.06
"10510",0.06
"10511",0.047
"10512",0.052
"10513",0.034
"10514",0.053
"10515",0.046
"10516",0.072
"10517",0.047
"10518",0.06
"10519",0.061
"10520",0.049
"10521",0.041
"10522",0.06
"10523",0.059
"10524",0.049
"10525",0.056
"10526",0.055
"10527",0.056
"10528",0.046
"10529",0.061
"10530",0.056
"10531",0.054
"10532",0.05
"10533",0.042
"10534",0.06
"10535",0.05
"10536",0.053
"10537",0.049
"10538",0.05
"10539",0.039
"10540",0.061
"10541",0.049
"10542",0.054
"10543",0.05
"10544",0.042
"10545",0.041
"10546",0.047
"10547",0.046
"10548",0.046
"10549",0.04
"10550",0.057
"10551",0.047
"10552",0.033
"10553",0.042
"10554",0.052
"10555",0.051
"10556",0.049
"10557",0.034
"10558",0.059
"10559",0.306
"10560",0.299
"10561",0.281
"10562",0.265
"10563",0.267
"10564",0.271
"10565",0.255
"10566",0.274
"10567",0.251
"10568",0.33
"10569",0.271
"10570",0.282
"10571",0.266
"10572",0.291
"10573",0.216
"10574",0.283
"10575",0.289
"10576",0.274
"10577",0.287
"10578",0.258
"10579",0.291
"10580",0.276
"10581",0.27
"10582",0.312
"10583",0.291
"10584",0.286
"10585",0.262
"10586",0.283
"10587",0.278
"10588",0.248
"10589",0.274
"10590",0.27
"10591",0.258
"10592",0.306
"10593",0.271
"10594",0.292
"10595",0.249
"10596",0.254
"10597",0.275
"10598",0.247
"10599",0.257
"10600",0.288
"10601",0.216
"10602",0.275
"10603",0.284
"10604",0.24
"10605",0.243
"10606",0.252
"10607",0.277
"10608",0.273
"10609",0.239
"10610",0.282
"10611",0.152
"10612",0.169
"10613",0.138
"10614",0.144
"10615",0.128
"10616",0.147
"10617",0.138
"10618",0.169
"10619",0.164
"10620",0.114
"10621",0.128
"10622",0.146
"10623",0.176
"10624",0.135
"10625",0.145
"10626",0.135
"10627",0.132
"10628",0.132
"10629",0.137
"10630",0.151
"10631",0.13
"10632",0.149
"10633",0.138
"10634",0.136
"10635",0.156
"10636",0.149
"10637",0.133
"10638",0.148
"10639",0.137
"10640",0.15
"10641",0.139
"10642",0.155
"10643",0.115
"10644",0.152
"10645",0.159
"10646",0.136
"10647",0.138
"10648",0.137
"10649",0.146
"10650",0.109
"10651",0.133
"10652",0.157
"10653",0.155
"10654",0.153
"10655",0.129
"10656",0.14
"10657",0.12
"10658",0.122
"10659",0.125
"10660",0.148
"10661",0.125
"10662",0.144
"10663",0.153
"10664",0.148
"10665",0.109
"10666",0.389
"10667",0.464
"10668",0.31
"10669",0.417
"10670",0.367
"10671",0.375
"10672",0.428
"10673",0.414
"10674",0.392
"10675",0.318
"10676",0.394
"10677",0.429
"10678",0.434
"10679",0.431
"10680",0.408
"10681",0.497
"10682",0.445
"10683",0.366
"10684",0.403
"10685",0.514
"10686",0.426
"10687",0.384
"10688",0.392
"10689",0.455
"10690",0.435
"10691",0.425
"10692",0.294
"10693",0.466
"10694",0.406
"10695",0.437
"10696",0.387
"10697",0.406
"10698",0.408
"10699",0.394
"10700",0.42
"10701",0.363
"10702",0.385
"10703",0.388
"10704",0.387
"10705",0.322
"10706",0.445
"10707",0.401
"10708",0.375
"10709",0.422
"10710",0.461
"10711",0.456
"10712",0.378
"10713",0.324
"10714",0.33
"10715",0.395
"10716",0.351
"10717",0.414
"10718",0.459
"10719",0.433
"10720",0.376
"10721",0.496
"10722",0.57
"10723",0.393
"10724",0.55
"10725",0.503
"10726",0.502
"10727",0.522
"10728",0.535
"10729",0.477
"10730",0.403
"10731",0.496
"10732",0.53
"10733",0.547
"10734",0.565
"10735",0.523
"10736",0.6
"10737",0.575
"10738",0.457
"10739",0.501
"10740",0.63
"10741",0.552
"10742",0.479
"10743",0.554
"10744",0.548
"10745",0.562
"10746",0.551
"10747",0.381
"10748",0.621
"10749",0.509
"10750",0.544
"10751",0.474
"10752",0.537
"10753",0.488
"10754",0.526
"10755",0.524
"10756",0.443
"10757",0.472
"10758",0.566
"10759",0.495
"10760",0.426
"10761",0.596
"10762",0.541
"10763",0.453
"10764",0.555
"10765",0.627
"10766",0.587
"10767",0.489
"10768",0.432
"10769",0.444
"10770",0.488
"10771",0.447
"10772",0.539
"10773",0.589
"10774",0.54
"10775",0.505
"10776",0.318
"10777",0.383
"10778",0.273
"10779",0.331
"10780",0.293
"10781",0.303
"10782",0.342
"10783",0.343
"10784",0.317
"10785",0.26
"10786",0.324
"10787",0.328
"10788",0.355
"10789",0.368
"10790",0.322
"10791",0.376
"10792",0.362
"10793",0.277
"10794",0.338
"10795",0.385
"10796",0.329
"10797",0.318
"10798",0.323
"10799",0.344
"10800",0.338
"10801",0.343
"10802",0.262
"10803",0.384
"10804",0.322
"10805",0.348
"10806",0.332
"10807",0.337
"10808",0.326
"10809",0.324
"10810",0.341
"10811",0.298
"10812",0.311
"10813",0.294
"10814",0.311
"10815",0.263
"10816",0.336
"10817",0.324
"10818",0.304
"10819",0.317
"10820",0.355
"10821",0.348
"10822",0.292
"10823",0.26
"10824",0.279
"10825",0.31
"10826",0.288
"10827",0.325
"10828",0.345
"10829",0.355
"10830",0.283
"10831",0.366
"10832",0.452
"10833",0.344
"10834",0.394
"10835",0.362
"10836",0.376
"10837",0.38
"10838",0.4
"10839",0.398
"10840",0.317
"10841",0.351
"10842",0.365
"10843",0.414
"10844",0.406
"10845",0.366
"10846",0.365
"10847",0.368
"10848",0.329
"10849",0.375
"10850",0.402
"10851",0.37
"10852",0.361
"10853",0.38
"10854",0.397
"10855",0.403
"10856",0.389
"10857",0.318
"10858",0.459
"10859",0.366
"10860",0.388
"10861",0.39
"10862",0.392
"10863",0.382
"10864",0.376
"10865",0.403
"10866",0.324
"10867",0.37
"10868",0.354
"10869",0.361
"10870",0.297
"10871",0.387
"10872",0.382
"10873",0.364
"10874",0.35
"10875",0.373
"10876",0.395
"10877",0.337
"10878",0.331
"10879",0.335
"10880",0.364
"10881",0.322
"10882",0.381
"10883",0.393
"10884",0.399
"10885",0.298
"10886",0.115
"10887",0.129
"10888",0.098
"10889",0.107
"10890",0.093
"10891",0.111
"10892",0.102
"10893",0.135
"10894",0.124
"10895",0.084
"10896",0.093
"10897",0.11
"10898",0.13
"10899",0.102
"10900",0.116
"10901",0.101
"10902",0.101
"10903",0.098
"10904",0.109
"10905",0.121
"10906",0.103
"10907",0.113
"10908",0.105
"10909",0.097
"10910",0.118
"10911",0.116
"10912",0.112
"10913",0.101
"10914",0.111
"10915",0.101
"10916",0.12
"10917",0.085
"10918",0.11
"10919",0.124
"10920",0.107
"10921",0.102
"10922",0.1
"10923",0.106
"10924",0.078
"10925",0.087
"10926",0.11
"10927",0.108
"10928",0.114
"10929",0.093
"10930",0.103
"10931",0.088
"10932",0.093
"10933",0.095
"10934",0.107
"10935",0.088
"10936",0.101
"10937",0.111
"10938",0.111
"10939",0.089
"10940",0.33
"10941",0.418
"10942",0.32
"10943",0.359
"10944",0.323
"10945",0.338
"10946",0.345
"10947",0.367
"10948",0.362
"10949",0.288
"10950",0.312
"10951",0.331
"10952",0.381
"10953",0.362
"10954",0.326
"10955",0.331
"10956",0.332
"10957",0.298
"10958",0.347
"10959",0.362
"10960",0.338
"10961",0.331
"10962",0.351
"10963",0.359
"10964",0.377
"10965",0.364
"10966",0.286
"10967",0.414
"10968",0.332
"10969",0.344
"10970",0.345
"10971",0.356
"10972",0.324
"10973",0.338
"10974",0.369
"10975",0.293
"10976",0.34
"10977",0.311
"10978",0.325
"10979",0.262
"10980",0.343
"10981",0.352
"10982",0.334
"10983",0.318
"10984",0.338
"10985",0.352
"10986",0.3
"10987",0.292
"10988",0.303
"10989",0.33
"10990",0.289
"10991",0.339
"10992",0.356
"10993",0.36
"10994",0.268
"10995",0.475
"10996",0.56
"10997",0.384
"10998",0.524
"10999",0.466
"11000",0.453
"11001",0.509
"11002",0.506
"11003",0.482
"11004",0.39
"11005",0.483
"11006",0.511
"11007",0.54
"11008",0.553
"11009",0.503
"11010",0.566
"11011",0.528
"11012",0.451
"11013",0.501
"11014",0.613
"11015",0.522
"11016",0.465
"11017",0.493
"11018",0.546
"11019",0.525
"11020",0.527
"11021",0.368
"11022",0.576
